Experiment,E2E_GFLOPs/Sample,E2E_Latency_ms/Sample,E2E_Total_Params,E2E_Param_Mem_MB,Max_Peak_VRAM_MB
train3__val_center_dna_geom_prot_nt_v1_500m_esmc_600m_PyTorch_Gating__Train3Val_ProteinGym,216.1129,8.91,1062791723,2031.04,1656.34
train3__val_center_dna_geom_prot_nt_v1_500m_esmc_600m_Pure_XGBoost_Concat__Train3Val_Test,216.1123,8.55,1062464555,2029.79,1656.34
train3__val_center_dna_geom_prot_nt_v1_500m_esmc_600m_Pure_XGBoost_Concat__Train3Val_ClinVarHQ,216.1123,8.98,1062464555,2029.79,1656.34
train3__val_center_dna_geom_prot_nt_v1_500m_esmc_600m_Pure_XGBoost_Concat__Train3Val_UniProt,216.1123,8.89,1062464555,2029.79,1656.34
train3__val_center_dna_geom_prot_nt_v1_500m_esmc_600m_Pure_XGBoost_Concat__Train3Val_ProteinGym,216.1123,8.91,1062464555,2029.79,1656.34
train3__val_center_dna_geom_prot_nt_v1_500m_esmc_600m_Hybrid_Concat_XGBoost__Train3Val_Test,216.1123,8.54,1062464555,2029.79,1656.34
train3__val_center_dna_geom_prot_nt_v1_500m_esmc_600m_Hybrid_Concat_XGBoost__Train3Val_ClinVarHQ,216.1123,8.97,1062464555,2029.79,1656.34
train3__val_center_dna_geom_prot_nt_v1_500m_esmc_600m_Hybrid_Concat_XGBoost__Train3Val_UniProt,216.1123,8.88,1062464555,2029.79,1656.34
train3__val_center_dna_geom_prot_nt_v1_500m_esmc_600m_Hybrid_Concat_XGBoost__Train3Val_ProteinGym,216.1123,8.9,1062464555,2029.79,1656.34
train3__val_center_dna_geom_prot_nt_v1_500m_esmc_600m_Hybrid_CrossAttn_XGBoost__Train3Val_Test,216.1123,8.54,1064565803,2037.81,1656.34
train3__val_center_dna_geom_prot_nt_v1_500m_esmc_600m_Hybrid_CrossAttn_XGBoost__Train3Val_ClinVarHQ,216.1123,8.97,1064565803,2037.81,1656.34
train3__val_center_dna_geom_prot_nt_v1_500m_esmc_600m_Hybrid_CrossAttn_XGBoost__Train3Val_UniProt,216.1123,8.88,1064565803,2037.81,1656.34
train3__val_center_dna_geom_prot_nt_v1_500m_esmc_600m_Hybrid_CrossAttn_XGBoost__Train3Val_ProteinGym,216.1123,8.9,1064565803,2037.81,1656.34
train3__val_center_dna_geom_prot_nt_v1_500m_esmc_600m_Hybrid_Transformer_XGBoost__Train3Val_Test,216.1207,8.54,1065617963,2041.82,1656.34
train3__val_center_dna_geom_prot_nt_v1_500m_esmc_600m_Hybrid_Transformer_XGBoost__Train3Val_ClinVarHQ,216.1207,8.97,1065617963,2041.82,1656.34
train3__val_center_dna_geom_prot_nt_v1_500m_esmc_600m_Hybrid_Transformer_XGBoost__Train3Val_UniProt,216.1207,8.88,1065617963,2041.82,1656.34
train3__val_center_dna_geom_prot_nt_v1_500m_esmc_600m_Hybrid_Transformer_XGBoost__Train3Val_ProteinGym,216.1207,8.9,1065617963,2041.82,1656.34
train3__val_center_dna_geom_prot_nt_v1_500m_esmc_600m_Hybrid_Gating_XGBoost__Train3Val_Test,216.1129,8.54,1062791723,2031.04,1656.34
train3__val_center_dna_geom_prot_nt_v1_500m_esmc_600m_Hybrid_Gating_XGBoost__Train3Val_ClinVarHQ,216.1129,8.97,1062791723,2031.04,1656.34
train3__val_center_dna_geom_prot_nt_v1_500m_esmc_600m_Hybrid_Gating_XGBoost__Train3Val_UniProt,216.1129,8.88,1062791723,2031.04,1656.34
train3__val_center_dna_geom_prot_nt_v1_500m_esmc_600m_Hybrid_Gating_XGBoost__Train3Val_ProteinGym,216.1129,8.9,1062791723,2031.04,1656.34
train3__val_center_bio_dna_prot_nt_v1_500m_esmc_600m_PyTorch_Concat__Train3Val_Test,216.1123,8.55,1062464939,2029.79,1656.34
train3__val_center_bio_dna_prot_nt_v1_500m_esmc_600m_PyTorch_Concat__Train3Val_ClinVarHQ,216.1123,8.98,1062464939,2029.79,1656.34
train3__val_center_bio_dna_prot_nt_v1_500m_esmc_600m_PyTorch_Concat__Train3Val_UniProt,216.1123,8.89,1062464939,2029.79,1656.34
train3__val_center_bio_dna_prot_nt_v1_500m_esmc_600m_PyTorch_Concat__Train3Val_ProteinGym,216.1123,8.91,1062464939,2029.79,1656.34
train3__val_center_bio_dna_prot_nt_v1_500m_esmc_600m_PyTorch_CrossAttn__Train3Val_Test,216.1123,8.56,1064566187,2037.81,1656.34
train3__val_center_bio_dna_prot_nt_v1_500m_esmc_600m_PyTorch_CrossAttn__Train3Val_ClinVarHQ,216.1123,8.99,1064566187,2037.81,1656.34
train3__val_center_bio_dna_prot_nt_v1_500m_esmc_600m_PyTorch_CrossAttn__Train3Val_UniProt,216.1123,8.9,1064566187,2037.81,1656.34
train3__val_center_bio_dna_prot_nt_v1_500m_esmc_600m_PyTorch_CrossAttn__Train3Val_ProteinGym,216.1123,8.92,1064566187,2037.81,1656.34
train3__val_center_bio_dna_prot_nt_v1_500m_esmc_600m_PyTorch_Transformer__Train3Val_Test,216.1207,8.57,1065618347,2041.82,1656.34
train3__val_center_bio_dna_prot_nt_v1_500m_esmc_600m_PyTorch_Transformer__Train3Val_ClinVarHQ,216.1207,9.0,1065618347,2041.82,1656.34
train3__val_center_bio_dna_prot_nt_v1_500m_esmc_600m_PyTorch_Transformer__Train3Val_UniProt,216.1207,8.91,1065618347,2041.82,1656.34
train3__val_center_bio_dna_prot_nt_v1_500m_esmc_600m_PyTorch_Transformer__Train3Val_ProteinGym,216.1207,8.93,1065618347,2041.82,1656.34
train3__val_center_bio_dna_prot_nt_v1_500m_esmc_600m_PyTorch_Gating__Train3Val_Test,216.1129,8.55,1062792107,2031.04,1656.34
train3__val_center_bio_dna_prot_nt_v1_500m_esmc_600m_PyTorch_Gating__Train3Val_ClinVarHQ,216.1129,8.98,1062792107,2031.04,1656.34
train3__val_center_bio_dna_prot_nt_v1_500m_esmc_600m_PyTorch_Gating__Train3Val_UniProt,216.1129,8.89,1062792107,2031.04,1656.34
train3__val_center_bio_dna_prot_nt_v1_500m_esmc_600m_PyTorch_Gating__Train3Val_ProteinGym,216.1129,8.91,1062792107,2031.04,1656.34
train3__val_center_bio_dna_prot_nt_v1_500m_esmc_600m_Pure_XGBoost_Concat__Train3Val_Test,216.1123,8.55,1062464939,2029.79,1656.34
train3__val_center_bio_dna_prot_nt_v1_500m_esmc_600m_Pure_XGBoost_Concat__Train3Val_ClinVarHQ,216.1123,8.98,1062464939,2029.79,1656.34
train3__val_center_bio_dna_prot_nt_v1_500m_esmc_600m_Pure_XGBoost_Concat__Train3Val_UniProt,216.1123,8.89,1062464939,2029.79,1656.34
train3__val_center_bio_dna_prot_nt_v1_500m_esmc_600m_Pure_XGBoost_Concat__Train3Val_ProteinGym,216.1123,8.91,1062464939,2029.79,1656.34
train3__val_center_bio_dna_prot_nt_v1_500m_esmc_600m_Hybrid_Concat_XGBoost__Train3Val_Test,216.1123,8.54,1062464939,2029.79,1656.34
train3__val_center_bio_dna_prot_nt_v1_500m_esmc_600m_Hybrid_Concat_XGBoost__Train3Val_ClinVarHQ,216.1123,8.97,1062464939,2029.79,1656.34
train3__val_center_bio_dna_prot_nt_v1_500m_esmc_600m_Hybrid_Concat_XGBoost__Train3Val_UniProt,216.1123,8.88,1062464939,2029.79,1656.34
train3__val_center_bio_dna_prot_nt_v1_500m_esmc_600m_Hybrid_Concat_XGBoost__Train3Val_ProteinGym,216.1123,8.9,1062464939,2029.79,1656.34
train3__val_center_bio_dna_prot_nt_v1_500m_esmc_600m_Hybrid_CrossAttn_XGBoost__Train3Val_Test,216.1123,8.54,1064566187,2037.81,1656.34
train3__val_center_bio_dna_prot_nt_v1_500m_esmc_600m_Hybrid_CrossAttn_XGBoost__Train3Val_ClinVarHQ,216.1123,8.97,1064566187,2037.81,1656.34
train3__val_center_bio_dna_prot_nt_v1_500m_esmc_600m_Hybrid_CrossAttn_XGBoost__Train3Val_UniProt,216.1123,8.88,1064566187,2037.81,1656.34
train3__val_center_bio_dna_prot_nt_v1_500m_esmc_600m_Hybrid_CrossAttn_XGBoost__Train3Val_ProteinGym,216.1123,8.9,1064566187,2037.81,1656.34
train3__val_center_bio_dna_prot_nt_v1_500m_esmc_600m_Hybrid_Transformer_XGBoost__Train3Val_Test,216.1207,8.54,1065618347,2041.82,1656.34
train3__val_center_bio_dna_prot_nt_v1_500m_esmc_600m_Hybrid_Transformer_XGBoost__Train3Val_ClinVarHQ,216.1207,8.97,1065618347,2041.82,1656.34
train3__val_center_bio_dna_prot_nt_v1_500m_esmc_600m_Hybrid_Transformer_XGBoost__Train3Val_UniProt,216.1207,8.88,1065618347,2041.82,1656.34
train3__val_center_bio_dna_prot_nt_v1_500m_esmc_600m_Hybrid_Transformer_XGBoost__Train3Val_ProteinGym,216.1207,8.9,1065618347,2041.82,1656.34
train3__val_center_bio_dna_prot_nt_v1_500m_esmc_600m_Hybrid_Gating_XGBoost__Train3Val_Test,216.1129,8.54,1062792107,2031.04,1656.34
train3__val_center_bio_dna_prot_nt_v1_500m_esmc_600m_Hybrid_Gating_XGBoost__Train3Val_ClinVarHQ,216.1129,8.97,1062792107,2031.04,1656.34
train3__val_center_bio_dna_prot_nt_v1_500m_esmc_600m_Hybrid_Gating_XGBoost__Train3Val_UniProt,216.1129,8.88,1062792107,2031.04,1656.34
train3__val_center_bio_dna_prot_nt_v1_500m_esmc_600m_Hybrid_Gating_XGBoost__Train3Val_ProteinGym,216.1129,8.9,1062792107,2031.04,1656.34
train3__val_center_bio_dna_geom_prot_nt_v1_500m_esmc_600m_PyTorch_Concat__Train3Val_Test,216.1123,8.55,1062465963,2029.8,1656.34
train3__val_center_bio_dna_geom_prot_nt_v1_500m_esmc_600m_PyTorch_Concat__Train3Val_ClinVarHQ,216.1123,8.98,1062465963,2029.8,1656.34
train3__val_center_bio_dna_geom_prot_nt_v1_500m_esmc_600m_PyTorch_Concat__Train3Val_UniProt,216.1123,8.89,1062465963,2029.8,1656.34
train3__val_center_bio_dna_geom_prot_nt_v1_500m_esmc_600m_PyTorch_Concat__Train3Val_ProteinGym,216.1123,8.91,1062465963,2029.8,1656.34
train3__val_center_bio_dna_geom_prot_nt_v1_500m_esmc_600m_PyTorch_CrossAttn__Train3Val_Test,216.1123,8.56,1064567211,2037.81,1656.34
train3__val_center_bio_dna_geom_prot_nt_v1_500m_esmc_600m_PyTorch_CrossAttn__Train3Val_ClinVarHQ,216.1123,8.99,1064567211,2037.81,1656.34
train3__val_center_bio_dna_geom_prot_nt_v1_500m_esmc_600m_PyTorch_CrossAttn__Train3Val_UniProt,216.1123,8.9,1064567211,2037.81,1656.34
train3__val_center_bio_dna_geom_prot_nt_v1_500m_esmc_600m_PyTorch_CrossAttn__Train3Val_ProteinGym,216.1123,8.92,1064567211,2037.81,1656.34
train3__val_center_bio_dna_geom_prot_nt_v1_500m_esmc_600m_PyTorch_Transformer__Train3Val_Test,216.1207,8.57,1065619371,2041.83,1656.34
train3__val_center_bio_dna_geom_prot_nt_v1_500m_esmc_600m_PyTorch_Transformer__Train3Val_ClinVarHQ,216.1207,9.0,1065619371,2041.83,1656.34
train3__val_center_bio_dna_geom_prot_nt_v1_500m_esmc_600m_PyTorch_Transformer__Train3Val_UniProt,216.1207,8.91,1065619371,2041.83,1656.34
train3__val_center_bio_dna_geom_prot_nt_v1_500m_esmc_600m_PyTorch_Transformer__Train3Val_ProteinGym,216.1207,8.93,1065619371,2041.83,1656.34
train3__val_center_bio_dna_geom_prot_nt_v1_500m_esmc_600m_PyTorch_Gating__Train3Val_Test,216.1129,8.55,1062793131,2031.05,1656.34
train3__val_center_bio_dna_geom_prot_nt_v1_500m_esmc_600m_PyTorch_Gating__Train3Val_ClinVarHQ,216.1129,8.98,1062793131,2031.05,1656.34
train3__val_center_bio_dna_geom_prot_nt_v1_500m_esmc_600m_PyTorch_Gating__Train3Val_UniProt,216.1129,8.89,1062793131,2031.05,1656.34
train3__val_center_bio_dna_geom_prot_nt_v1_500m_esmc_600m_PyTorch_Gating__Train3Val_ProteinGym,216.1129,8.91,1062793131,2031.05,1656.34
train3__val_center_bio_dna_geom_prot_nt_v1_500m_esmc_600m_Pure_XGBoost_Concat__Train3Val_Test,216.1123,8.55,1062465963,2029.8,1656.34
train3__val_center_bio_dna_geom_prot_nt_v1_500m_esmc_600m_Pure_XGBoost_Concat__Train3Val_ClinVarHQ,216.1123,8.98,1062465963,2029.8,1656.34
train3__val_center_bio_dna_geom_prot_nt_v1_500m_esmc_600m_Pure_XGBoost_Concat__Train3Val_UniProt,216.1123,8.89,1062465963,2029.8,1656.34
train3__val_center_bio_dna_geom_prot_nt_v1_500m_esmc_600m_Pure_XGBoost_Concat__Train3Val_ProteinGym,216.1123,8.91,1062465963,2029.8,1656.34
train3__val_center_bio_dna_geom_prot_nt_v1_500m_esmc_600m_Hybrid_Concat_XGBoost__Train3Val_Test,216.1123,8.54,1062465963,2029.8,1656.34
train3__val_center_bio_dna_geom_prot_nt_v1_500m_esmc_600m_Hybrid_Concat_XGBoost__Train3Val_ClinVarHQ,216.1123,8.97,1062465963,2029.8,1656.34
train3__val_center_bio_dna_geom_prot_nt_v1_500m_esmc_600m_Hybrid_Concat_XGBoost__Train3Val_UniProt,216.1123,8.88,1062465963,2029.8,1656.34
train3__val_center_bio_dna_geom_prot_nt_v1_500m_esmc_600m_Hybrid_Concat_XGBoost__Train3Val_ProteinGym,216.1123,8.9,1062465963,2029.8,1656.34
train3__val_center_bio_dna_geom_prot_nt_v1_500m_esmc_600m_Hybrid_CrossAttn_XGBoost__Train3Val_Test,216.1123,8.54,1064567211,2037.81,1656.34
train3__val_center_bio_dna_geom_prot_nt_v1_500m_esmc_600m_Hybrid_CrossAttn_XGBoost__Train3Val_ClinVarHQ,216.1123,8.97,1064567211,2037.81,1656.34
train3__val_center_bio_dna_geom_prot_nt_v1_500m_esmc_600m_Hybrid_CrossAttn_XGBoost__Train3Val_UniProt,216.1123,8.88,1064567211,2037.81,1656.34
train3__val_center_bio_dna_geom_prot_nt_v1_500m_esmc_600m_Hybrid_CrossAttn_XGBoost__Train3Val_ProteinGym,216.1123,8.9,1064567211,2037.81,1656.34
train3__val_center_bio_dna_geom_prot_nt_v1_500m_esmc_600m_Hybrid_Transformer_XGBoost__Train3Val_Test,216.1207,8.54,1065619371,2041.83,1656.34
train3__val_center_bio_dna_geom_prot_nt_v1_500m_esmc_600m_Hybrid_Transformer_XGBoost__Train3Val_ClinVarHQ,216.1207,8.97,1065619371,2041.83,1656.34
train3__val_center_bio_dna_geom_prot_nt_v1_500m_esmc_600m_Hybrid_Transformer_XGBoost__Train3Val_UniProt,216.1207,8.88,1065619371,2041.83,1656.34
train3__val_center_bio_dna_geom_prot_nt_v1_500m_esmc_600m_Hybrid_Transformer_XGBoost__Train3Val_ProteinGym,216.1207,8.9,1065619371,2041.83,1656.34
train3__val_center_bio_dna_geom_prot_nt_v1_500m_esmc_600m_Hybrid_Gating_XGBoost__Train3Val_Test,216.1129,8.54,1062793131,2031.05,1656.34
train3__val_center_bio_dna_geom_prot_nt_v1_500m_esmc_600m_Hybrid_Gating_XGBoost__Train3Val_ClinVarHQ,216.1129,8.97,1062793131,2031.05,1656.34
train3__val_center_bio_dna_geom_prot_nt_v1_500m_esmc_600m_Hybrid_Gating_XGBoost__Train3Val_UniProt,216.1129,8.88,1062793131,2031.05,1656.34
train3__val_center_bio_dna_geom_prot_nt_v1_500m_esmc_600m_Hybrid_Gating_XGBoost__Train3Val_ProteinGym,216.1129,8.9,1062793131,2031.05,1656.34
train3__val_center_bio_geom_nt_v1_500m_esmc_600m_PyTorch_Concat__Train3Val_Test,0.0002,0.0,86145,0.33,0.0
train3__val_center_bio_geom_nt_v1_500m_esmc_600m_PyTorch_Concat__Train3Val_ClinVarHQ,0.0002,0.0,86145,0.33,0.0
train3__val_center_bio_geom_nt_v1_500m_esmc_600m_PyTorch_Concat__Train3Val_UniProt,0.0002,0.0,86145,0.33,0.0
train3__val_center_bio_geom_nt_v1_500m_esmc_600m_PyTorch_Concat__Train3Val_ProteinGym,0.0002,0.0,86145,0.33,0.0
train3__val_center_bio_geom_nt_v1_500m_esmc_600m_Pure_XGBoost_Concat__Train3Val_Test,0.0002,0.0,86145,0.33,0.0
train3__val_center_bio_geom_nt_v1_500m_esmc_600m_Pure_XGBoost_Concat__Train3Val_ClinVarHQ,0.0002,0.0,86145,0.33,0.0
train3__val_center_bio_geom_nt_v1_500m_esmc_600m_Pure_XGBoost_Concat__Train3Val_UniProt,0.0002,0.0,86145,0.33,0.0
train3__val_center_bio_geom_nt_v1_500m_esmc_600m_Pure_XGBoost_Concat__Train3Val_ProteinGym,0.0002,0.0,86145,0.33,0.0
train3__val_center_bio_geom_nt_v1_500m_esmc_600m_Hybrid_Concat_XGBoost__Train3Val_Test,0.0002,0.0,86145,0.33,0.0
train3__val_center_bio_geom_nt_v1_500m_esmc_600m_Hybrid_Concat_XGBoost__Train3Val_ClinVarHQ,0.0002,0.0,86145,0.33,0.0
train3__val_center_bio_geom_nt_v1_500m_esmc_600m_Hybrid_Concat_XGBoost__Train3Val_UniProt,0.0002,0.0,86145,0.33,0.0
train3__val_center_bio_geom_nt_v1_500m_esmc_600m_Hybrid_Concat_XGBoost__Train3Val_ProteinGym,0.0002,0.0,86145,0.33,0.0
train3__val_cls_dna_prot_nt_v1_500m_esm1b_650m_PyTorch_Concat__Train3Val_Test,231.7942,9.35,1139801633,2177.33,1961.98
train3__val_cls_dna_prot_nt_v1_500m_esm1b_650m_PyTorch_Concat__Train3Val_ClinVarHQ,231.7942,9.86,1139801633,2177.33,1961.98
train3__val_cls_dna_prot_nt_v1_500m_esm1b_650m_PyTorch_Concat__Train3Val_UniProt,231.7942,9.85,1139801633,2177.33,1961.98
train3__val_cls_dna_prot_nt_v1_500m_esm1b_650m_PyTorch_Concat__Train3Val_ProteinGym,231.7942,9.88,1139801633,2177.33,1961.98
train3__val_cls_dna_prot_nt_v1_500m_esm1b_650m_PyTorch_CrossAttn__Train3Val_Test,231.7942,9.36,1141902881,2185.35,1961.98
train3__val_cls_dna_prot_nt_v1_500m_esm1b_650m_PyTorch_CrossAttn__Train3Val_ClinVarHQ,231.7942,9.87,1141902881,2185.35,1961.98
train3__val_cls_dna_prot_nt_v1_500m_esm1b_650m_PyTorch_CrossAttn__Train3Val_UniProt,231.7942,9.86,1141902881,2185.35,1961.98
train3__val_cls_dna_prot_nt_v1_500m_esm1b_650m_PyTorch_CrossAttn__Train3Val_ProteinGym,231.7942,9.89,1141902881,2185.35,1961.98
train3__val_cls_dna_prot_nt_v1_500m_esm1b_650m_PyTorch_Transformer__Train3Val_Test,231.8026,9.37,1142955041,2189.36,1961.98
train3__val_cls_dna_prot_nt_v1_500m_esm1b_650m_PyTorch_Transformer__Train3Val_ClinVarHQ,231.8026,9.88,1142955041,2189.36,1961.98
train3__val_cls_dna_prot_nt_v1_500m_esm1b_650m_PyTorch_Transformer__Train3Val_UniProt,231.8026,9.87,1142955041,2189.36,1961.98
train3__val_cls_dna_prot_nt_v1_500m_esm1b_650m_PyTorch_Transformer__Train3Val_ProteinGym,231.8026,9.9,1142955041,2189.36,1961.98
train3__val_cls_dna_prot_nt_v1_500m_esm1b_650m_PyTorch_Gating__Train3Val_Test,231.7948,9.35,1140128801,2178.58,1961.98
train3__val_cls_dna_prot_nt_v1_500m_esm1b_650m_PyTorch_Gating__Train3Val_ClinVarHQ,231.7948,9.86,1140128801,2178.58,1961.98
train3__val_cls_dna_prot_nt_v1_500m_esm1b_650m_PyTorch_Gating__Train3Val_UniProt,231.7948,9.85,1140128801,2178.58,1961.98
train3__val_cls_dna_prot_nt_v1_500m_esm1b_650m_PyTorch_Gating__Train3Val_ProteinGym,231.7948,9.88,1140128801,2178.58,1961.98
train3__val_cls_dna_prot_nt_v1_500m_esm1b_650m_Pure_XGBoost_Concat__Train3Val_Test,231.7942,9.35,1139801633,2177.33,1961.98
train3__val_cls_dna_prot_nt_v1_500m_esm1b_650m_Pure_XGBoost_Concat__Train3Val_ClinVarHQ,231.7942,9.86,1139801633,2177.33,1961.98
train3__val_cls_dna_prot_nt_v1_500m_esm1b_650m_Pure_XGBoost_Concat__Train3Val_UniProt,231.7942,9.85,1139801633,2177.33,1961.98
train3__val_cls_dna_prot_nt_v1_500m_esm1b_650m_Pure_XGBoost_Concat__Train3Val_ProteinGym,231.7942,9.88,1139801633,2177.33,1961.98
train3__val_cls_dna_prot_nt_v1_500m_esm1b_650m_Hybrid_Concat_XGBoost__Train3Val_Test,231.7942,9.34,1139801633,2177.33,1961.98
train3__val_cls_dna_prot_nt_v1_500m_esm1b_650m_Hybrid_Concat_XGBoost__Train3Val_ClinVarHQ,231.7942,9.85,1139801633,2177.33,1961.98
train3__val_cls_dna_prot_nt_v1_500m_esm1b_650m_Hybrid_Concat_XGBoost__Train3Val_UniProt,231.7942,9.84,1139801633,2177.33,1961.98
train3__val_cls_dna_prot_nt_v1_500m_esm1b_650m_Hybrid_Concat_XGBoost__Train3Val_ProteinGym,231.7942,9.87,1139801633,2177.33,1961.98
train3__val_cls_dna_prot_nt_v1_500m_esm1b_650m_Hybrid_CrossAttn_XGBoost__Train3Val_Test,231.7942,9.34,1141902881,2185.35,1961.98
train3__val_cls_dna_prot_nt_v1_500m_esm1b_650m_Hybrid_CrossAttn_XGBoost__Train3Val_ClinVarHQ,231.7942,9.85,1141902881,2185.35,1961.98
train3__val_cls_dna_prot_nt_v1_500m_esm1b_650m_Hybrid_CrossAttn_XGBoost__Train3Val_UniProt,231.7942,9.84,1141902881,2185.35,1961.98
train3__val_cls_dna_prot_nt_v1_500m_esm1b_650m_Hybrid_CrossAttn_XGBoost__Train3Val_ProteinGym,231.7942,9.87,1141902881,2185.35,1961.98
train3__val_cls_dna_prot_nt_v1_500m_esm1b_650m_Hybrid_Transformer_XGBoost__Train3Val_Test,231.8026,9.34,1142955041,2189.36,1961.98
train3__val_cls_dna_prot_nt_v1_500m_esm1b_650m_Hybrid_Transformer_XGBoost__Train3Val_ClinVarHQ,231.8026,9.85,1142955041,2189.36,1961.98
train3__val_cls_dna_prot_nt_v1_500m_esm1b_650m_Hybrid_Transformer_XGBoost__Train3Val_UniProt,231.8026,9.84,1142955041,2189.36,1961.98
train3__val_cls_dna_prot_nt_v1_500m_esm1b_650m_Hybrid_Transformer_XGBoost__Train3Val_ProteinGym,231.8026,9.87,1142955041,2189.36,1961.98
train3__val_cls_dna_prot_nt_v1_500m_esm1b_650m_Hybrid_Gating_XGBoost__Train3Val_Test,231.7948,9.34,1140128801,2178.58,1961.98
train3__val_cls_dna_prot_nt_v1_500m_esm1b_650m_Hybrid_Gating_XGBoost__Train3Val_ClinVarHQ,231.7948,9.85,1140128801,2178.58,1961.98
train3__val_cls_dna_prot_nt_v1_500m_esm1b_650m_Hybrid_Gating_XGBoost__Train3Val_UniProt,231.7948,9.84,1140128801,2178.58,1961.98
train3__val_cls_dna_prot_nt_v1_500m_esm1b_650m_Hybrid_Gating_XGBoost__Train3Val_ProteinGym,231.7948,9.87,1140128801,2178.58,1961.98
train3__val_cls_dna_prot_nt_v1_500m_esm2_650m_PyTorch_Concat__Train3Val_Test,231.7932,10.02,1138485793,2174.82,1686.1
train3__val_cls_dna_prot_nt_v1_500m_esm2_650m_PyTorch_Concat__Train3Val_ClinVarHQ,231.7932,10.37,1138485793,2174.82,1686.1
train3__val_cls_dna_prot_nt_v1_500m_esm2_650m_PyTorch_Concat__Train3Val_UniProt,231.7932,10.35,1138485793,2174.82,1686.1
train3__val_cls_dna_prot_nt_v1_500m_esm2_650m_PyTorch_Concat__Train3Val_ProteinGym,231.7932,10.36,1138485793,2174.82,1686.1
train3__val_cls_dna_prot_nt_v1_500m_esm2_650m_PyTorch_CrossAttn__Train3Val_Test,231.7932,10.03,1140587041,2182.84,1686.1
train3__val_cls_dna_prot_nt_v1_500m_esm2_650m_PyTorch_CrossAttn__Train3Val_ClinVarHQ,231.7932,10.38,1140587041,2182.84,1686.1
train3__val_cls_dna_prot_nt_v1_500m_esm2_650m_PyTorch_CrossAttn__Train3Val_UniProt,231.7932,10.36,1140587041,2182.84,1686.1
train3__val_cls_dna_prot_nt_v1_500m_esm2_650m_PyTorch_CrossAttn__Train3Val_ProteinGym,231.7932,10.37,1140587041,2182.84,1686.1
train3__val_cls_dna_prot_nt_v1_500m_esm2_650m_PyTorch_Transformer__Train3Val_Test,231.8016,10.04,1141639201,2186.85,1686.1
train3__val_cls_dna_prot_nt_v1_500m_esm2_650m_PyTorch_Transformer__Train3Val_ClinVarHQ,231.8016,10.4,1141639201,2186.85,1686.1
train3__val_cls_dna_prot_nt_v1_500m_esm2_650m_PyTorch_Transformer__Train3Val_UniProt,231.8016,10.37,1141639201,2186.85,1686.1
train3__val_cls_dna_prot_nt_v1_500m_esm2_650m_PyTorch_Transformer__Train3Val_ProteinGym,231.8016,10.38,1141639201,2186.85,1686.1
train3__val_cls_dna_prot_nt_v1_500m_esm2_650m_PyTorch_Gating__Train3Val_Test,231.7938,10.02,1138812961,2176.07,1686.1
train3__val_cls_dna_prot_nt_v1_500m_esm2_650m_PyTorch_Gating__Train3Val_ClinVarHQ,231.7938,10.37,1138812961,2176.07,1686.1
train3__val_cls_dna_prot_nt_v1_500m_esm2_650m_PyTorch_Gating__Train3Val_UniProt,231.7938,10.35,1138812961,2176.07,1686.1
train3__val_cls_dna_prot_nt_v1_500m_esm2_650m_PyTorch_Gating__Train3Val_ProteinGym,231.7938,10.36,1138812961,2176.07,1686.1
train3__val_cls_dna_prot_nt_v1_500m_esm2_650m_Pure_XGBoost_Concat__Train3Val_Test,231.7932,10.02,1138485793,2174.82,1686.1
train3__val_cls_dna_prot_nt_v1_500m_esm2_650m_Pure_XGBoost_Concat__Train3Val_ClinVarHQ,231.7932,10.37,1138485793,2174.82,1686.1
train3__val_cls_dna_prot_nt_v1_500m_esm2_650m_Pure_XGBoost_Concat__Train3Val_UniProt,231.7932,10.35,1138485793,2174.82,1686.1
train3__val_cls_dna_prot_nt_v1_500m_esm2_650m_Pure_XGBoost_Concat__Train3Val_ProteinGym,231.7932,10.36,1138485793,2174.82,1686.1
train3__val_cls_dna_prot_nt_v1_500m_esm2_650m_Hybrid_Concat_XGBoost__Train3Val_Test,231.7932,10.01,1138485793,2174.82,1686.1
train3__val_cls_dna_prot_nt_v1_500m_esm2_650m_Hybrid_Concat_XGBoost__Train3Val_ClinVarHQ,231.7932,10.36,1138485793,2174.82,1686.1
train3__val_cls_dna_prot_nt_v1_500m_esm2_650m_Hybrid_Concat_XGBoost__Train3Val_UniProt,231.7932,10.34,1138485793,2174.82,1686.1
train3__val_cls_dna_prot_nt_v1_500m_esm2_650m_Hybrid_Concat_XGBoost__Train3Val_ProteinGym,231.7932,10.35,1138485793,2174.82,1686.1
train3__val_cls_dna_prot_nt_v1_500m_esm2_650m_Hybrid_CrossAttn_XGBoost__Train3Val_Test,231.7932,10.01,1140587041,2182.84,1686.1
train3__val_cls_dna_prot_nt_v1_500m_esm2_650m_Hybrid_CrossAttn_XGBoost__Train3Val_ClinVarHQ,231.7932,10.36,1140587041,2182.84,1686.1
train3__val_cls_dna_prot_nt_v1_500m_esm2_650m_Hybrid_CrossAttn_XGBoost__Train3Val_UniProt,231.7932,10.34,1140587041,2182.84,1686.1
train3__val_cls_dna_prot_nt_v1_500m_esm2_650m_Hybrid_CrossAttn_XGBoost__Train3Val_ProteinGym,231.7932,10.35,1140587041,2182.84,1686.1
train3__val_cls_dna_prot_nt_v1_500m_esm2_650m_Hybrid_Transformer_XGBoost__Train3Val_Test,231.8016,10.01,1141639201,2186.85,1686.1
